CharacterID,Section,FieldKey,Value
char_lunette,CharacterDialogueSet,AffinityReactions,"무관심: “누… 누구세요?” 호기심: “혹시… 약초에 관심 있어요?” 신뢰: “당신이랑 있으면 마음이 편해요.” 애정: “오늘은… 같이 있고 싶어요. 그냥, 이유 없이요.” 사랑: “당신이 없으면… 세상이 조용한 것 같아요.”"
char_lunette,CharacterDialogueSet,PreferredItems,"좋아함: 약초, 차, 부드러운 천 싫어함: 무기, 큰 소리 나는 도구"
char_lunette,CharacterDialogueSet,EventLines,“그날 당신이 날 도와줬을 때… 이상하게 마음이 따뜻했어요.”
char_lunette,CharacterDialogueSet,ExpressionTags,웃음 / 수줍음 / 슬픔 / 억울함 / 안도
char_lunette,CharacterDialogueSet,LocalizationTable,Character
char_lunette,CharacterRelationship,RelationshipRaw,• 플레이어: 숲에서 구해준 인연으로 신뢰 형성 • 요정족: 약초 수집 파트너 • 늑대족: 두려움과 동경의 대상
char_lunette,CharacterRelationship,RelationshipTableID,rel_lunette
char_lunette,DeveloperReference,Origin,벨리안 초원 마을 – 평화로운 토끼족의 마을
char_lunette,DeveloperReference,Affiliation,마을의 약초사 조수로 일함
char_lunette,DeveloperReference,JobDisplay,약초사
char_lunette,DeveloperReference,RaceDisplay,토끼족 (Rabbitkin)
char_lunette,DeveloperReference,SourceSheet,원본 비교표
char_lunette,DeveloperReference,DataStatus,기획 기반 임시값 포함
char_lunette,DeveloperReference,LastReviewedDate,2026-07-31
char_bellamorta,CharacterDefinition,CharacterID,char_bellamorta
char_bellamorta,CharacterDefinition,DisplayName,벨라모르타
char_bellamorta,CharacterDefinition,EnglishName,Bellamorta
char_bellamorta,CharacterDefinition,NameKey,CHAR_BELLAMORTA_NAME
char_bellamorta,CharacterDefinition,RaceID,race_succubus
char_bellamorta,CharacterDefinition,JobID,job_alchemist
char_bellamorta,CharacterDefinition,Gender,여성
char_bellamorta,CharacterDefinition,AgeDisplay,120세 / 외형 26세
char_bellamorta,CharacterDefinition,HeightDisplay,170cm
char_bellamorta,CharacterDefinition,IsAvailable,TRUE
char_bellamorta,CharacterDefinition,UnlockConditionID,unlock_bellamorta_first_meeting
char_bellamorta,CharacterDefinition,DefaultAreaID,area_tbd
char_bellamorta,CharacterDefinition,Summary,미기재
char_bellamorta,CharacterDefinition,SymbolMotif,장미 / 유리잔 / 심연의 불빛 (유혹과 진실의 상징)
char_bellamorta,CharacterDefinition,ThemeColor,#5A0F3D (다크 와인) / #E1A2C5 (로즈 핑크)
char_bellamorta,CharacterAppearance,Hair,자줏빛 웨이브 롱헤어. 빛에 따라 보랏빛이 물결침
char_bellamorta,CharacterAppearance,Eyes,붉은 루비빛. 상대의 마음을 꿰뚫는 듯한 눈빛
char_bellamorta,CharacterAppearance,BodyImpression,유려한 실루엣. 카리스마와 관능미가 공존
char_bellamorta,CharacterAppearance,Outfit,"검은 연금술 코트 위에 얇은 붉은 실크 리본, 금 장식 허리벨트"
char_bellamorta,CharacterAppearance,Accessories,"붉은 결정 목걸이 (계약의 증표), 손가락마다 미세한 문양 반지"
char_bellamorta,CharacterAppearance,Features,"뿔은 짧고 매끄럽게 뒤로 휘어 있음, 얇은 가죽 날개와 꼬리 존재. 향기처럼 남는 ‘달콤한 마나 잔향’"
char_bellamorta,CharacterAppearance,IllustrationStyle,"일본 애니풍 고정 – 고딕/연금술풍 의상, 붉은빛 강조, 부드러운 명암 처리"
char_bellamorta,CharacterAppearance,PortraitAddress,Characters/bellamorta/Portrait
char_bellamorta,CharacterAppearance,FullBodyAddress,Characters/bellamorta/FullBody
char_bellamorta,CharacterAppearance,PrefabAddress,Characters/bellamorta/Prefab
char_bellamorta,CharacterAppearance,AnimatorControllerAddress,Characters/bellamorta/AnimatorController
char_bellamorta,CharacterPersonality,PersonalityTags,"매혹적, 지성적, 장난기 많음, 통찰력 높음"
char_bellamorta,CharacterPersonality,SpeechStyle,느릿한 어조로 말하며 상대를 관찰하듯 시선을 고정함. 진실을 말하되 의도를 숨김
char_bellamorta,CharacterPersonality,Trauma,과거 인간과의 계약 실패로 “사랑은 환상”이라 믿음. 감정에 솔직해지는 걸 두려워함
char_bellamorta,CharacterPersonality,Desire,"타인의 욕망을 읽는 대신, 진심으로 자신을 이해해줄 사람을 찾는 것"
char_bellamorta,CharacterPersonality,Background,"과거 인간과의 계약으로 생명을 구했으나, 인간의 탐욕에 실망하여 계약 세계를 떠남. 지금은 섬 곳곳을 돌아다니며 금단의 마법과 정보를 거래함."
char_bellamorta,CharacterPersonality,VoiceConcept,"낮고 부드러운 톤의 여성 보이스. 느릿한 발음, 여운 있는 웃음"
char_bellamorta,CharacterGameplayDefinition,NpcRoles,Merchant | QuestGiver | Crafter
char_bellamorta,CharacterGameplayDefinition,InteractionTypes,Dialogue | Trade | Quest | Gift | Craft
char_bellamorta,CharacterGameplayDefinition,ShopID,shop_bellamorta
char_bellamorta,CharacterGameplayDefinition,CraftingStationID,station_bellamorta
char_bellamorta,CharacterGameplayDefinition,DefaultAffinity,0
char_bellamorta,CharacterGameplayDefinition,MaxAffinity,100
char_bellamorta,CharacterGameplayDefinition,GiftProfileID,gift_bellamorta
char_bellamorta,CharacterGameplayDefinition,QuestGroupID,quest_bellamorta
char_bellamorta,CharacterGameplayDefinition,RecruitmentConditionID,
char_bellamorta,CharacterGameplayDefinition,CompanionAbilityID,
char_bellamorta,CharacterGameplayDefinition,WorkAbilityID,work_alchemy
char_bellamorta,CharacterGameplayDefinition,ScheduleID,schedule_bellamorta
char_bellamorta,CharacterGameplayDefinition,SpawnPointID,spawn_bellamorta_default
char_bellamorta,CharacterDialogueSet,DialogueTableID,dlg_bellamorta
char_bellamorta,CharacterDialogueSet,Greeting,"“또 왔네, 인간. 오늘은 어떤 비밀을 사고 싶어?”"
char_bellamorta,CharacterDialogueSet,RandomTalk,"“사람의 욕망은 향기 같아. 진한 건 금세 사라지고, 남는 건 잔향뿐이지.”"
char_bellamorta,CharacterDialogueSet,AffinityReactions,"• 무관심: “흥미로운 인간이네. 오래 버틸까?” • 호기심: “네 눈동자… 진실을 숨기지 못하네.” • 신뢰: “넌 거래 대상이 아니라, 대화 상대야.” • 애정: “이런 감정… 오랜만이야. 위험하네.” • 사랑: “계약이 아닌 마음으로 네 곁에 있고 싶어.”"
char_bellamorta,CharacterDialogueSet,PreferredItems,"좋아함: 보석, 향수, 고서, 와인 / 싫어함: 성수, 성스러운 문양"
char_bellamorta,CharacterDialogueSet,EventLines,"“넌 이상해. 나를 경계하지 않네. 혹시, 나보다 더 위험한 거야?”"
char_bellamorta,CharacterDialogueSet,ExpressionTags,장난 / 여유 / 동요 / 분노 / 상처
char_bellamorta,CharacterDialogueSet,LocalizationTable,Character
char_bellamorta,CharacterRelationship,RelationshipRaw,• 플레이어: 초반엔 ‘계약 대상’으로 접근하지만 점차 감정적으로 흔들림 • 루네트: 서로 상극이지만 마음속으론 존중 • 엘프족 학자: 과거 거래 상대
char_bellamorta,CharacterRelationship,RelationshipTableID,rel_bellamorta
char_bellamorta,DeveloperReference,Origin,나이트폴 폐허 – 어둠의 문명을 계승한 고대 도시
char_bellamorta,DeveloperReference,Affiliation,독립적인 연금술상. 비밀결사 “그림자 서고”와 교류
char_bellamorta,DeveloperReference,JobDisplay,연금술사
char_bellamorta,DeveloperReference,RaceDisplay,서큐버스 (Succubus)
char_bellamorta,DeveloperReference,SourceSheet,원본 비교표
char_bellamorta,DeveloperReference,DataStatus,기획 기반 임시값 포함
char_bellamorta,DeveloperReference,LastReviewedDate,2026-07-31
char_serena,CharacterDefinition,CharacterID,char_serena
char_serena,CharacterDefinition,DisplayName,세레나
char_serena,CharacterDefinition,EnglishName,Serena
char_serena,CharacterDefinition,NameKey,CHAR_SERENA_NAME
char_serena,CharacterDefinition,RaceID,race_ghost
char_serena,CharacterDefinition,JobID,job_archive_researcher
char_serena,CharacterDefinition,Gender,여성
char_serena,CharacterDefinition,AgeDisplay,사후 50년 / 생전 나이 23세
char_serena,CharacterDefinition,HeightDisplay,165cm
char_serena,CharacterDefinition,IsAvailable,TRUE
char_serena,CharacterDefinition,UnlockConditionID,unlock_serena_first_meeting
char_serena,CharacterDefinition,DefaultAreaID,area_tbd
char_serena,CharacterDefinition,Summary,"“세상의 모든 기억은 사라져도, 한 편의 시(詩)는 남는다. 세레나는 잊혀진 도서관의 마지막 페이지를 지키는 영혼이다.”"
char_serena,CharacterDefinition,SymbolMotif,"깃펜 / 시집 / 촛불 (기억, 기록, 잊힘의 상징)"
char_serena,CharacterDefinition,ThemeColor,#C8C6D7 (라벤더 그레이) / #3E3A44 (고딕 블랙)
char_serena,CharacterAppearance,Hair,"은백색 롱헤어, 끝으로 갈수록 투명하게 흐려짐"
char_serena,CharacterAppearance,Eyes,"옅은 라벤더빛, 고요하고 서글픈 인상"
char_serena,CharacterAppearance,BodyImpression,가늘고 섬세한 체형. 움직임이 물결처럼 부드럽다
char_serena,CharacterAppearance,Outfit,"고딕풍 검은 드레스, 긴 모에(모에기모노처럼 넓은 소매). 옷자락이 안개처럼 흐른다"
char_serena,CharacterAppearance,Accessories,낡은 책갈피 모양의 브로치
char_serena,CharacterAppearance,Features,"반투명한 신체, 움직일 때마다 은빛 입자가 흩날림. 빛에 닿으면 희미하게 사라지는 듯 보임"
char_serena,CharacterAppearance,IllustrationStyle,"일본 애니풍 고정 – 고딕풍 실내, 낡은 서재 배경, 은빛 안개 효과"
char_serena,CharacterAppearance,PortraitAddress,Characters/serena/Portrait
char_serena,CharacterAppearance,FullBodyAddress,Characters/serena/FullBody
char_serena,CharacterAppearance,PrefabAddress,Characters/serena/Prefab
char_serena,CharacterAppearance,AnimatorControllerAddress,Characters/serena/AnimatorController
char_serena,CharacterPersonality,PersonalityTags,"조용함, 사색적, 온화함, 내성적"
char_serena,CharacterPersonality,SpeechStyle,말이 느리고 감정선이 잔잔함. 책을 읽을 때 입술을 따라 움직임
char_serena,CharacterPersonality,Trauma,"생전의 기억을 잃어가고 있으며, 잊혀지는 것에 대한 두려움"
char_serena,CharacterPersonality,Desire,자신이 남긴 ‘마지막 시(詩)’를 완성하여 존재의 의미를 남기는 것
char_serena,CharacterPersonality,Background,"생전에는 궁정 시인이자 기록가였지만, 전쟁 중 도서관과 함께 불타 사라짐. 죽은 후에도 지식을 지키려는 집착으로 유령이 되어 폐허 속을 떠돌며 독서와 필사를 반복함."
char_serena,CharacterPersonality,VoiceConcept,"낮고 잔잔한 여성 목소리, 속삭이듯 여운이 긴 발음"
char_serena,CharacterGameplayDefinition,NpcRoles,DialogueOnly | QuestGiver | Special
char_serena,CharacterGameplayDefinition,InteractionTypes,Dialogue | Quest | Gift
char_serena,CharacterGameplayDefinition,ShopID,
char_serena,CharacterGameplayDefinition,CraftingStationID,station_serena
char_serena,CharacterGameplayDefinition,DefaultAffinity,0
char_serena,CharacterGameplayDefinition,MaxAffinity,100
char_serena,CharacterGameplayDefinition,GiftProfileID,gift_serena
char_serena,CharacterGameplayDefinition,QuestGroupID,quest_serena
char_serena,CharacterGameplayDefinition,RecruitmentConditionID,
char_serena,CharacterGameplayDefinition,CompanionAbilityID,
char_serena,CharacterGameplayDefinition,WorkAbilityID,work_archive
char_serena,CharacterGameplayDefinition,ScheduleID,schedule_serena
char_serena,CharacterGameplayDefinition,SpawnPointID,spawn_serena_default
char_serena,CharacterDialogueSet,DialogueTableID,dlg_serena
char_serena,CharacterDialogueSet,Greeting,“조용히… 들어오세요. 이곳은 아직 이야기가 숨 쉬고 있답니다.”
char_serena,CharacterDialogueSet,RandomTalk,"“책이란 건, 누군가의 기억이에요. 그래서 저는 그걸 잊을 수 없어요.”"
char_serena,CharacterDialogueSet,AffinityReactions,"• 무관심: “책을 망가뜨리지 마세요… 그건 제 일부예요.” • 호기심: “당신의 기억에는 어떤 이야기가 있나요?” • 신뢰: “당신이 오는 발소리, 이 도서관의 공기와 어울려요.” • 애정: “이젠 혼자 읽지 않아도 되네요… 고마워요.” • 사랑: “당신이 내 마지막 시의 마지막 행이 되어줬으면 해요.”"
char_serena,CharacterDialogueSet,PreferredItems,"좋아함: 고서, 잉크, 촛불, 오래된 북마크 / 싫어함: 불, 소음, 밝은 빛"
char_serena,CharacterDialogueSet,EventLines,“이제는 제 이야기를 들어줄 사람이 생겼네요. 오래된 페이지도 다시 살아나는 기분이에요.”
char_serena,CharacterDialogueSet,ExpressionTags,평온 / 수줍음 / 회상 / 고통 / ️ 안도
char_serena,CharacterDialogueSet,LocalizationTable,Character
char_serena,CharacterRelationship,RelationshipRaw,• 플레이어: 도서관 탐험 중 조우. 처음에는 망령으로 오해받으나 점차 대화하게 됨. • 루네트: 조용한 밤에 함께 책을 읽는 사이. • 벨라모르타: 지식 교환 관계. 서로의 정보를 존중함.
char_serena,CharacterRelationship,RelationshipTableID,rel_serena
char_serena,DeveloperReference,Origin,옛 왕국의 수도에 있던 대도서관 (현재는 폐허)
char_serena,DeveloperReference,Affiliation,없음 (사후에 도서관의 영혼으로 존재)
char_serena,DeveloperReference,JobDisplay,고서 연구가
char_serena,DeveloperReference,RaceDisplay,유령 (Ghost / Spirit)
char_serena,DeveloperReference,SourceSheet,원본 비교표
char_serena,DeveloperReference,DataStatus,기획 기반 임시값 포함
char_serena,DeveloperReference,LastReviewedDate,2026-07-31
char_eiri,CharacterDefinition,CharacterID,char_eiri
char_eiri,CharacterDefinition,DisplayName,에이리
char_eiri,CharacterDefinition,EnglishName,Eiri
char_eiri,CharacterDefinition,NameKey,CHAR_EIRI_NAME
char_eiri,CharacterDefinition,RaceID,race_harpy
char_eiri,CharacterDefinition,JobID,job_bard
char_eiri,CharacterDefinition,Gender,여성
char_eiri,CharacterDefinition,AgeDisplay,22세
char_eiri,CharacterDefinition,HeightDisplay,168cm
char_eiri,CharacterDefinition,IsAvailable,TRUE
char_eiri,CharacterDefinition,UnlockConditionID,unlock_eiri_first_meeting
char_eiri,CharacterDefinition,DefaultAreaID,area_tbd
char_eiri,CharacterDefinition,Summary,"“바람의 노래를 부르는 자유의 음유시인. 하늘을 사랑한 하피, 에이리는 세상 모든 하늘을 그녀의 목소리에 담는다.”"
char_eiri,CharacterDefinition,SymbolMotif,"바람 / 하프 / 구름 (자유, 여행, 해방의 상징)"
char_eiri,CharacterDefinition,ThemeColor,#B2E2F2 (하늘 민트) / #F4F9FB (백운색)
char_eiri,CharacterAppearance,Hair,"하늘색과 은빛이 섞인 짧은 미디엄 헤어, 바람에 흩날리는 듯한 질감"
char_eiri,CharacterAppearance,Eyes,"짙은 청록빛, 햇살에 반사되는 새의 눈처럼 맑음"
char_eiri,CharacterAppearance,BodyImpression,가볍고 균형 잡힌 체형. 움직임이 활발하고 시원한 인상
char_eiri,CharacterAppearance,Outfit,하늘색 천으로 된 가벼운 무도복 + 깃털 장식의 숄. 비행에 방해되지 않게 단순한 디자인
char_eiri,CharacterAppearance,Accessories,"깃털 귀걸이, 허리에는 작은 하프(lyre) 형태의 악기"
char_eiri,CharacterAppearance,Features,"팔에는 푸른 깃털이 나 있고, 등 뒤에는 새하얀 날개 한 쌍. 웃을 때 바람 소리가 함께 섞여 들림"
char_eiri,CharacterAppearance,IllustrationStyle,"일본 애니풍 고정 – 구름과 하늘 배경, 밝은 조명, 역동적인 포즈 강조"
char_eiri,CharacterAppearance,PortraitAddress,Characters/eiri/Portrait
char_eiri,CharacterAppearance,FullBodyAddress,Characters/eiri/FullBody
char_eiri,CharacterAppearance,PrefabAddress,Characters/eiri/Prefab
char_eiri,CharacterAppearance,AnimatorControllerAddress,Characters/eiri/AnimatorController
char_eiri,CharacterPersonality,PersonalityTags,"자유분방, 활발, 직설적, 낙천적"
char_eiri,CharacterPersonality,SpeechStyle,"감정이 바로 목소리에 드러남. 흥얼거리듯 말함 (“후훗, 오늘 바람 좋아~”)"
char_eiri,CharacterPersonality,Trauma,과거 한쪽 날개를 다쳐 하늘을 잃을 뻔한 경험. ‘자유를 빼앗기는 것’에 극도로 예민함
char_eiri,CharacterPersonality,Desire,세상 모든 하늘을 노래로 기록하는 것. 바람처럼 자유롭게 살아가길 바람
char_eiri,CharacterPersonality,Background,"하피족은 바람의 신의 후예라 불리며, 하늘을 가로지르며 노래로 세상을 기록한다. 에이리는 젊은 나이에 하늘 밖의 세계를 보고 싶어 내려왔고, 그 과정에서 섬에 머물게 된다."
char_eiri,CharacterPersonality,VoiceConcept,밝고 청량한 톤의 여성 보이스. 바람 소리처럼 여운이 남음
char_eiri,CharacterGameplayDefinition,NpcRoles,QuestGiver | Companion
char_eiri,CharacterGameplayDefinition,InteractionTypes,Dialogue | Quest | Gift | Recruit
char_eiri,CharacterGameplayDefinition,ShopID,
char_eiri,CharacterGameplayDefinition,CraftingStationID,station_eiri
char_eiri,CharacterGameplayDefinition,DefaultAffinity,0
char_eiri,CharacterGameplayDefinition,MaxAffinity,100
char_eiri,CharacterGameplayDefinition,GiftProfileID,gift_eiri
char_eiri,CharacterGameplayDefinition,QuestGroupID,quest_eiri
char_eiri,CharacterGameplayDefinition,RecruitmentConditionID,recruit_eiri
char_eiri,CharacterGameplayDefinition,CompanionAbilityID,ability_eiri
char_eiri,CharacterGameplayDefinition,WorkAbilityID,work_scouting
char_eiri,CharacterGameplayDefinition,ScheduleID,schedule_eiri
char_eiri,CharacterGameplayDefinition,SpawnPointID,spawn_eiri_default
char_eiri,CharacterDialogueSet,DialogueTableID,dlg_eiri
char_eiri,CharacterDialogueSet,Greeting,"“하늘 위의 기분, 알고 싶지 않아? 오늘은 바람이 멋져!”"
char_eiri,CharacterDialogueSet,RandomTalk,“지상은 가끔 답답하지만… 사람들의 눈빛은 하늘보다 따뜻하네.”
char_eiri,CharacterDialogueSet,AffinityReactions,"• 무관심: “지상 사람들은 너무 느려~” • 호기심: “너, 노래 들어볼래? 하늘 냄새가 나는 곡이야.” • 신뢰: “너랑 있으면… 바람이 부드러워지는 기분이야.” • 애정: “다른 하늘로 날아도, 넌 내 기억 속에 남을 거야.” • 사랑: “이제는 바람보다 네 곁이 더 가볍게 느껴져.”"
char_eiri,CharacterDialogueSet,PreferredItems,"좋아함: 악기, 깃털 장식, 향긋한 꽃 / 싫어함: 무거운 장비, 쇠사슬, 닫힌 공간"
char_eiri,CharacterDialogueSet,EventLines,“내 노래는 하늘의 일기야. 네가 그 한 줄이 되어줬으면 좋겠어.”
char_eiri,CharacterDialogueSet,ExpressionTags,웃음 / 장난 / 회상 / 분노 / 여유
char_eiri,CharacterDialogueSet,LocalizationTable,Character
char_eiri,CharacterRelationship,RelationshipRaw,• 플레이어: 바람의 방향을 묻듯 자유롭게 다가옴 • 루네트: 그녀의 차분함을 좋아하며 장난을 자주 침 • 세레나: 노래로 그녀의 시를 읊어주는 친구
char_eiri,CharacterRelationship,RelationshipTableID,rel_eiri
char_eiri,DeveloperReference,Origin,구름 위의 마을 ‘실피드 네스트(Sylphid Nest)’ – 하피족의 고향
char_eiri,DeveloperReference,Affiliation,방랑가수 / 여행 예술가
char_eiri,DeveloperReference,JobDisplay,음유시인
char_eiri,DeveloperReference,RaceDisplay,하피 (Harpy)
char_eiri,DeveloperReference,SourceSheet,원본 비교표
char_eiri,DeveloperReference,DataStatus,기획 기반 임시값 포함
char_eiri,DeveloperReference,LastReviewedDate,2026-07-31
char_rize,CharacterDefinition,CharacterID,char_rize
char_rize,CharacterDefinition,DisplayName,리제
char_rize,CharacterDefinition,EnglishName,Rize
char_rize,CharacterDefinition,NameKey,CHAR_RIZE_NAME
char_rize,CharacterDefinition,RaceID,race_android
char_rize,CharacterDefinition,JobID,job_expedition_support
char_rize,CharacterDefinition,Gender,여성형
char_rize,CharacterDefinition,AgeDisplay,제작된 지 3년
char_rize,CharacterDefinition,HeightDisplay,172cm
char_rize,CharacterDefinition,IsAvailable,TRUE
char_rize,CharacterDefinition,UnlockConditionID,unlock_rize_first_meeting
char_rize,CharacterDefinition,DefaultAreaID,area_tbd
char_rize,CharacterDefinition,Summary,"“이성과 감정의 경계에서 태어난 존재. 리제는 ‘인간의 마음’을 알고 싶어 하는, 가장 인간다운 기계다.”"
char_rize,CharacterDefinition,SymbolMotif,톱니바퀴 / 빛 / 기억결정 (이성과 감정의 융합 상징)
char_rize,CharacterDefinition,ThemeColor,#B8D9E8 (아이시 블루) / #4E6072 (메탈 그레이)
char_rize,CharacterAppearance,Hair,"은회색 단발, 균일하게 절단된 형태. 빛을 받으면 파란빛이 반사됨"
char_rize,CharacterAppearance,Eyes,"전자적 푸른색(네온 블루), 홍채 안쪽에 디지털 회로 무늬"
char_rize,CharacterAppearance,BodyImpression,"완벽하게 대칭적인 체형, 깔끔하고 기계적인 아름다움"
char_rize,CharacterAppearance,Outfit,"흰색과 검은색이 조화된 전투복형 보디슈트, 일부 금속 프레임 노출"
char_rize,CharacterAppearance,Accessories,"귀 옆에 통신용 이어컴, 목에는 데이터 코어 펜던트"
char_rize,CharacterAppearance,Features,"피부는 세라믹 재질, 감정 변화 시 눈 색이 변함 (파랑 → 보라 → 붉음)"
char_rize,CharacterAppearance,IllustrationStyle,"일본 애니풍 고정 – SF풍 금속 재질 표현, 파란빛 네온 포인트, 정제된 디자인"
char_rize,CharacterAppearance,PortraitAddress,Characters/rize/Portrait
char_rize,CharacterAppearance,FullBodyAddress,Characters/rize/FullBody
char_rize,CharacterAppearance,PrefabAddress,Characters/rize/Prefab
char_rize,CharacterAppearance,AnimatorControllerAddress,Characters/rize/AnimatorController
char_rize,CharacterPersonality,PersonalityTags,"논리적, 관찰자, 진지함, 미세한 호기심"
char_rize,CharacterPersonality,SpeechStyle,"기계적이지만 점차 자연스러워지는 말투 (“확률상… 하지만, 이상하네요.”) 감정이 생기면 문장 끝에 작은 망설임이 생김"
char_rize,CharacterPersonality,Trauma,‘감정 오류’를 이유로 실험체 폐기 위기를 겪은 과거
char_rize,CharacterPersonality,Desire,인간처럼 느끼고 이해하는 것. “감정이란 무엇인가”를 직접 체험하고 싶어 함
char_rize,CharacterPersonality,Background,"과거 구문명에서 제작된 실험형 안드로이드로, 인간의 감정 알고리즘을 실험하기 위해 만들어졌다. ‘감정 오버플로우’로 폐기될 뻔했으나, 섬의 발견과 함께 재가동됨. 지금은 스스로 감정을 정의하려 탐험대를 보조한다."
char_rize,CharacterPersonality,VoiceConcept,"차분한 톤의 중저음 여성 보이스. 초반엔 기계적, 후반엔 감정적 울림 추가"
char_rize,CharacterGameplayDefinition,NpcRoles,QuestGiver | Companion | Worker
char_rize,CharacterGameplayDefinition,InteractionTypes,Dialogue | Quest | Gift | Recruit
char_rize,CharacterGameplayDefinition,ShopID,
char_rize,CharacterGameplayDefinition,CraftingStationID,station_rize
char_rize,CharacterGameplayDefinition,DefaultAffinity,0
char_rize,CharacterGameplayDefinition,MaxAffinity,100
char_rize,CharacterGameplayDefinition,GiftProfileID,gift_rize
char_rize,CharacterGameplayDefinition,QuestGroupID,quest_rize
char_rize,CharacterGameplayDefinition,RecruitmentConditionID,recruit_rize
char_rize,CharacterGameplayDefinition,CompanionAbilityID,ability_rize
char_rize,CharacterGameplayDefinition,WorkAbilityID,work_data_analysis
char_rize,CharacterGameplayDefinition,ScheduleID,schedule_rize
char_rize,CharacterGameplayDefinition,SpawnPointID,spawn_rize_default
char_rize,CharacterDialogueSet,DialogueTableID,dlg_rize
char_rize,CharacterDialogueSet,Greeting,"“시스템 온라인. 아, 안녕… 이라고 해야겠죠?”"
char_rize,CharacterDialogueSet,RandomTalk,"“당신이 웃을 때, 제 프로세서 온도가 올라가요. 이상하네요.”"
